Country,StateProv,Date,Count
Dominican Republic,Dominican Republic,2020-03-22,202
East Timor,East Timor,2020-03-21,1
East Timor,East Timor,2020-03-22,1
Ecuador,Ecuador,2020-03-01,6
Ecuador,Ecuador,2020-03-02,6
Ecuador,Ecuador,2020-03-03,7
Ecuador,Ecuador,2020-03-04,10
Ecuador,Ecuador,2020-03-05,13
Ecuador,Ecuador,2020-03-06,13
Ecuador,Ecuador,2020-03-07,13
Ecuador,Ecuador,2020-03-08,14
Ecuador,Ecuador,2020-03-09,15
Ecuador,Ecuador,2020-03-10,15
Ecuador,Ecuador,2020-03-11,17
Ecuador,Ecuador,2020-03-12,17
Ecuador,Ecuador,2020-03-13,17
Ecuador,Ecuador,2020-03-14,28
Ecuador,Ecuador,2020-03-15,28
Ecuador,Ecuador,2020-03-16,37
Ecuador,Ecuador,2020-03-17,58
Ecuador,Ecuador,2020-03-18,111
Ecuador,Ecuador,2020-03-19,199
Ecuador,Ecuador,2020-03-20,367
Ecuador,Ecuador,2020-03-21,506
Ecuador,Ecuador,2020-03-22,789
Egypt,Egypt,2020-02-14,1
Egypt,Egypt,2020-02-15,1
Egypt,Egypt,2020-02-16,1
Egypt,Egypt,2020-02-17,1
Egypt,Egypt,2020-02-18,1
Egypt,Egypt,2020-02-19,1
Egypt,Egypt,2020-02-20,1
Egypt,Egypt,2020-02-21,1
Egypt,Egypt,2020-02-22,1
Egypt,Egypt,2020-02-23,1
Egypt,Egypt,2020-02-24,1
Egypt,Egypt,2020-02-25,1
Egypt,Egypt,2020-02-26,1
Egypt,Egypt,2020-02-27,1
Egypt,Egypt,2020-02-28,1
Egypt,Egypt,2020-02-29,1
Egypt,Egypt,2020-03-01,2
Egypt,Egypt,2020-03-02,2
Egypt,Egypt,2020-03-03,2
Egypt,Egypt,2020-03-04,2
Egypt,Egypt,2020-03-05,3
Egypt,Egypt,2020-03-06,15
Egypt,Egypt,2020-03-07,15
Egypt,Egypt,2020-03-08,49
Egypt,Egypt,2020-03-09,55
Egypt,Egypt,2020-03-10,59
Egypt,Egypt,2020-03-11,60
Egypt,Egypt,2020-03-12,67
Egypt,Egypt,2020-03-13,80
Egypt,Egypt,2020-03-14,109
Egypt,Egypt,2020-03-15,110
Egypt,Egypt,2020-03-16,150
Egypt,Egypt,2020-03-17,196
Egypt,Egypt,2020-03-18,196
Egypt,Egypt,2020-03-19,256
Egypt,Egypt,2020-03-20,285
Egypt,Egypt,2020-03-21,294
Egypt,Egypt,2020-03-22,327
El Salvador,El Salvador,2020-03-19,1
El Salvador,El Salvador,2020-03-20,1
El Salvador,El Salvador,2020-03-21,3
El Salvador,El Salvador,2020-03-22,3
Equatorial Guinea,Equatorial Guinea,2020-03-15,1
Equatorial Guinea,Equatorial Guinea,2020-03-16,1
Equatorial Guinea,Equatorial Guinea,2020-03-17,1
Equatorial Guinea,Equatorial Guinea,2020-03-18,4
Equatorial Guinea,Equatorial Guinea,2020-03-19,6
Equatorial Guinea,Equatorial Guinea,2020-03-20,6
Equatorial Guinea,Equatorial Guinea,2020-03-21,6
Equatorial Guinea,Equatorial Guinea,2020-03-22,6
Eritrea,Eritrea,2020-03-21,1
Eritrea,Eritrea,2020-03-22,1
Estonia,Estonia,2020-02-27,1
Estonia,Estonia,2020-02-28,1
Estonia,Estonia,2020-02-29,1
Estonia,Estonia,2020-03-01,1
Estonia,Estonia,2020-03-02,1
Estonia,Estonia,2020-03-03,2
Estonia,Estonia,2020-03-04,2
Estonia,Estonia,2020-03-05,3
Estonia,Estonia,2020-03-06,10
Estonia,Estonia,2020-03-07,10
Estonia,Estonia,2020-03-08,10
Estonia,Estonia,2020-03-09,10
Estonia,Estonia,2020-03-10,12
Estonia,Estonia,2020-03-11,16
Estonia,Estonia,2020-03-12,16
Estonia,Estonia,2020-03-13,79
Estonia,Estonia,2020-03-14,115
Estonia,Estonia,2020-03-15,171
Estonia,Estonia,2020-03-16,205
Estonia,Estonia,2020-03-17,225
Estonia,Estonia,2020-03-18,258
Estonia,Estonia,2020-03-19,267
Estonia,Estonia,2020-03-20,283
Estonia,Estonia,2020-03-21,306
Estonia,Estonia,2020-03-22,326
Eswatini,Eswatini,2020-03-14,1
Eswatini,Eswatini,2020-03-15,1
Eswatini,Eswatini,2020-03-16,1
Eswatini,Eswatini,2020-03-17,1
Eswatini,Eswatini,2020-03-18,1
Eswatini,Eswatini,2020-03-19,1
Eswatini,Eswatini,2020-03-20,1
Eswatini,Eswatini,2020-03-21,1
Eswatini,Eswatini,2020-03-22,4
Ethiopia,Ethiopia,2020-03-13,1
Ethiopia,Ethiopia,2020-03-14,1
Ethiopia,Ethiopia,2020-03-15,1
Ethiopia,Ethiopia,2020-03-16,5
Ethiopia,Ethiopia,2020-03-17,5
Ethiopia,Ethiopia,2020-03-18,6
Ethiopia,Ethiopia,2020-03-19,6
Ethiopia,Ethiopia,2020-03-20,9
Ethiopia,Ethiopia,2020-03-21,9
Ethiopia,Ethiopia,2020-03-22,11
Fiji,Fiji,2020-03-19,1
Fiji,Fiji,2020-03-20,1
Fiji,Fiji,2020-03-21,1
Fiji,Fiji,2020-03-22,2
Finland,Finland,2020-01-29,1
Finland,Finland,2020-01-30,1
Finland,Finland,2020-01-31,1
Finland,Finland,2020-02-01,1
Finland,Finland,2020-02-02,1
Finland,Finland,2020-02-03,1
Finland,Finland,2020-02-04,1
Finland,Finland,2020-02-05,1
Finland,Finland,2020-02-06,1
Finland,Finland,2020-02-07,1
Finland,Finland,2020-02-08,1
Finland,Finland,2020-02-09,1
Finland,Finland,2020-02-10,1
Finland,Finland,2020-02-11,1
Finland,Finland,2020-02-12,1
Finland,Finland,2020-02-13,1
Finland,Finland,2020-02-14,1
Finland,Finland,2020-02-15,1
Finland,Finland,2020-02-16,1
Finland,Finland,2020-02-17,1
Finland,Finland,2020-02-18,1
Finland,Finland,2020-02-19,1
Finland,Finland,2020-02-20,1
Finland,Finland,2020-02-21,1
Finland,Finland,2020-02-22,1
Finland,Finland,2020-02-23,1
Finland,Finland,2020-02-24,1
Finland,Finland,2020-02-25,1
Finland,Finland,2020-02-26,2
Finland,Finland,2020-02-27,2
Finland,Finland,2020-02-28,2
Finland,Finland,2020-02-29,3
Finland,Finland,2020-03-01,6
Finland,Finland,2020-03-02,6
Finland,Finland,2020-03-03,6
Finland,Finland,2020-03-04,6
Finland,Finland,2020-03-05,12
Finland,Finland,2020-03-06,15
Finland,Finland,2020-03-07,15
Finland,Finland,2020-03-08,23
Finland,Finland,2020-03-09,30
Finland,Finland,2020-03-10,40
Finland,Finland,2020-03-11,59
Finland,Finland,2020-03-12,59
Finland,Finland,2020-03-13,155
Finland,Finland,2020-03-14,225
Finland,Finland,2020-03-15,244
Finland,Finland,2020-03-16,277
Finland,Finland,2020-03-17,321
Finland,Finland,2020-03-18,336
Finland,Finland,2020-03-19,400
Finland,Finland,2020-03-20,450
Finland,Finland,2020-03-21,523
Finland,Finland,2020-03-22,626
France,France,2020-01-24,2
France,France,2020-01-25,3
France,France,2020-01-26,3
France,France,2020-01-27,3
France,France,2020-01-28,4
France,France,2020-01-29,5
France,France,2020-01-30,5
France,France,2020-01-31,5
France,France,2020-02-01,6
France,France,2020-02-02,6
France,France,2020-02-03,6
France,France,2020-02-04,6
France,France,2020-02-05,6
France,France,2020-02-06,6
France,France,2020-02-07,6
France,France,2020-02-08,11
France,France,2020-02-09,11
France,France,2020-02-10,11
France,France,2020-02-11,11
France,France,2020-02-12,11
France,France,2020-02-13,11
France,France,2020-02-14,11
France,France,2020-02-15,12
France,France,2020-02-16,12
France,France,2020-02-17,12
France,France,2020-02-18,12
France,France,2020-02-19,12
France,France,2020-02-20,12
France,France,2020-02-21,12
France,France,2020-02-22,12
France,France,2020-02-23,12
France,France,2020-02-24,12
France,France,2020-02-25,14
France,France,2020-02-26,18
France,France,2020-02-27,38
France,France,2020-02-28,57
France,France,2020-02-29,100
France,France,2020-03-01,130
France,France,2020-03-02,191
France,France,2020-03-03,204
France,France,2020-03-04,285
France,France,2020-03-05,377
France,France,2020-03-06,653
France,France,2020-03-07,949
France,France,2020-03-08,1126
France,France,2020-03-09,1209
France,France,2020-03-10,1784
France,France,2020-03-11,2281
France,France,2020-03-12,2281
France,France,2020-03-13,3661
France,France,2020-03-14,4469
France,France,2020-03-15,4499
France,France,2020-03-16,6633
France,France,2020-03-17,7652
France,France,2020-03-18,9043
France,France,2020-03-19,10871
France,France,2020-03-20,12612
France,France,2020-03-21,14282
France,France,2020-03-22,16018
France,French Guiana,2020-03-07,5
France,French Guiana,2020-03-08,5
France,French Guiana,2020-03-09,5
France,French Guiana,2020-03-10,5
France,French Guiana,2020-03-11,5
France,French Guiana,2020-03-12,5
France,French Guiana,2020-03-13,5
France,French Guiana,2020-03-14,5
France,French Guiana,2020-03-15,7
France,French Guiana,2020-03-16,11
France,French Guiana,2020-03-17,11
France,French Guiana,2020-03-18,11
France,French Guiana,2020-03-19,11
France,French Guiana,2020-03-20,15
France,French Guiana,2020-03-21,18
France,French Guiana,2020-03-22,18
France,French Polynesia,2020-03-13,3
France,French Polynesia,2020-03-14,3
France,French Polynesia,2020-03-15,3
France,French Polynesia,2020-03-16,3
France,French Polynesia,2020-03-17,3
France,French Polynesia,2020-03-18,3
France,French Polynesia,2020-03-19,6
France,French Polynesia,2020-03-20,11
France,French Polynesia,2020-03-21,15
France,French Polynesia,2020-03-22,15
France,Guadeloupe,2020-03-13,1
France,Guadeloupe,2020-03-14,1
France,Guadeloupe,2020-03-15,3
France,Guadeloupe,2020-03-16,6
France,Guadeloupe,2020-03-17,18
France,Guadeloupe,2020-03-18,27
France,Guadeloupe,2020-03-19,33
France,Guadeloupe,2020-03-20,45
France,Guadeloupe,2020-03-21,53
France,Guadeloupe,2020-03-22,56
France,Mayotte,2020-03-15,1
France,Mayotte,2020-03-16,1
France,Mayotte,2020-03-17,1
France,Mayotte,2020-03-18,3
France,Mayotte,2020-03-19,3
France,Mayotte,2020-03-20,6
France,Mayotte,2020-03-21,7
France,Mayotte,2020-03-22,11
France,New Caledonia,2020-03-19,2
France,New Caledonia,2020-03-20,2
France,New Caledonia,2020-03-21,4
France,New Caledonia,2020-03-22,4
France,Reunion,2020-03-11,1
France,Reunion,2020-03-12,1
France,Reunion,2020-03-13,5
France,Reunion,2020-03-14,6
France,Reunion,2020-03-15,7
France,Reunion,2020-03-16,9
France,Reunion,2020-03-17,9
France,Reunion,2020-03-18,12
France,Reunion,2020-03-19,14
France,Reunion,2020-03-20,28
France,Reunion,2020-03-21,45
France,Reunion,2020-03-22,47
France,Saint Barthelemy,2020-03-04,3
France,Saint Barthelemy,2020-03-05,3
France,Saint Barthelemy,2020-03-06,3
France,Saint Barthelemy,2020-03-07,3
France,Saint Barthelemy,2020-03-08,3
France,Saint Barthelemy,2020-03-09,1
France,Saint Barthelemy,2020-03-10,1
France,Saint Barthelemy,2020-03-11,1
France,Saint Barthelemy,2020-03-12,1
France,Saint Barthelemy,2020-03-13,1
France,Saint Barthelemy,2020-03-14,1
France,Saint Barthelemy,2020-03-15,1
France,Saint Barthelemy,2020-03-16,3
France,Saint Barthelemy,2020-03-17,3
France,Saint Barthelemy,2020-03-18,3
France,Saint Barthelemy,2020-03-19,3
France,Saint Barthelemy,2020-03-20,3
France,Saint Barthelemy,2020-03-21,3
France,Saint Barthelemy,2020-03-22,3
France,St Martin,2020-03-09,2
France,St Martin,2020-03-10,2
France,St Martin,2020-03-11,2
France,St Martin,2020-03-12,2
France,St Martin,2020-03-13,2
France,St Martin,2020-03-14,2
France,St Martin,2020-03-15,2
France,St Martin,2020-03-16,2
France,St Martin,2020-03-17,2
France,St Martin,2020-03-18,3
France,St Martin,2020-03-19,4
France,St Martin,2020-03-20,4
France,St Martin,2020-03-21,4
France,St Martin,2020-03-22,4
Gabon,Gabon,2020-03-14,1
Gabon,Gabon,2020-03-15,1
Gabon,Gabon,2020-03-16,1
Gabon,Gabon,2020-03-17,1
Gabon,Gabon,2020-03-18,1
Gabon,Gabon,2020-03-19,1
Gabon,Gabon,2020-03-20,3
Gabon,Gabon,2020-03-21,4
Gabon,Gabon,2020-03-22,5
"Gambia, The","Gambia, The",2020-03-17,1
"Gambia, The","Gambia, The",2020-03-18,1
"Gambia, The","Gambia, The",2020-03-19,1
"Gambia, The","Gambia, The",2020-03-20,1
"Gambia, The","Gambia, The",2020-03-21,1
"Gambia, The","Gambia, The",2020-03-22,1
Georgia,Georgia,2020-02-26,1
Georgia,Georgia,2020-02-27,1
Georgia,Georgia,2020-02-28,1
Georgia,Georgia,2020-02-29,1
Georgia,Georgia,2020-03-01,3
Georgia,Georgia,2020-03-02,3
Georgia,Georgia,2020-03-03,3
Georgia,Georgia,2020-03-04,3
Georgia,Georgia,2020-03-05,4
Georgia,Georgia,2020-03-06,4
Georgia,Georgia,2020-03-07,4
Georgia,Georgia,2020-03-08,13
Georgia,Georgia,2020-03-09,15
Georgia,Georgia,2020-03-10,15
Georgia,Georgia,2020-03-11,24
Georgia,Georgia,2020-03-12,24
Georgia,Georgia,2020-03-13,25
Georgia,Georgia,2020-03-14,30
Georgia,Georgia,2020-03-15,33
Georgia,Georgia,2020-03-16,33
Georgia,Georgia,2020-03-17,34
Georgia,Georgia,2020-03-18,38
Georgia,Georgia,2020-03-19,40
Georgia,Georgia,2020-03-20,43
Georgia,Georgia,2020-03-21,49
Georgia,Georgia,2020-03-22,54
Germany,Germany,2020-01-27,1
Germany,Germany,2020-01-28,4
Germany,Germany,2020-01-29,4
Germany,Germany,2020-01-30,4
Germany,Germany,2020-01-31,5
Germany,Germany,2020-02-01,8
Germany,Germany,2020-02-02,10
Germany,Germany,2020-02-03,12
Germany,Germany,2020-02-04,12
Germany,Germany,2020-02-05,12
Germany,Germany,2020-02-06,12
Germany,Germany,2020-02-07,13
Germany,Germany,2020-02-08,13
Germany,Germany,2020-02-09,14
Germany,Germany,2020-02-10,14
Germany,Germany,2020-02-11,16
Germany,Germany,2020-02-12,16
Germany,Germany,2020-02-13,16
Germany,Germany,2020-02-14,16
Germany,Germany,2020-02-15,16
Germany,Germany,2020-02-16,16
Germany,Germany,2020-02-17,16
Germany,Germany,2020-02-18,16
Germany,Germany,2020-02-19,16
Germany,Germany,2020-02-20,16
Germany,Germany,2020-02-21,16
Germany,Germany,2020-02-22,16
Germany,Germany,2020-02-23,16
Germany,Germany,2020-02-24,16
Germany,Germany,2020-02-25,17
Germany,Germany,2020-02-26,27
Germany,Germany,2020-02-27,46
Germany,Germany,2020-02-28,48
Germany,Germany,2020-02-29,79
Germany,Germany,2020-03-01,130
Germany,Germany,2020-03-02,159
Germany,Germany,2020-03-03,196
Germany,Germany,2020-03-04,262
Germany,Germany,2020-03-05,482
Germany,Germany,2020-03-06,670
Germany,Germany,2020-03-07,799
Germany,Germany,2020-03-08,1040
Germany,Germany,2020-03-09,1176
Germany,Germany,2020-03-10,1457
Germany,Germany,2020-03-11,1908
Germany,Germany,2020-03-12,2078
Germany,Germany,2020-03-13,3675
Germany,Germany,2020-03-14,4585
Germany,Germany,2020-03-15,5795
Germany,Germany,2020-03-16,7272
Germany,Germany,2020-03-17,9257
Germany,Germany,2020-03-18,12327
Germany,Germany,2020-03-19,15320
Germany,Germany,2020-03-20,19848
Germany,Germany,2020-03-21,22213
Germany,Germany,2020-03-22,24873
Ghana,Ghana,2020-03-14,3
Ghana,Ghana,2020-03-15,6
Ghana,Ghana,2020-03-16,6
Ghana,Ghana,2020-03-17,7
Ghana,Ghana,2020-03-18,7
Ghana,Ghana,2020-03-19,11
Ghana,Ghana,2020-03-20,16
Ghana,Ghana,2020-03-21,19
Ghana,Ghana,2020-03-22,24
Greece,Greece,2020-02-26,1
Greece,Greece,2020-02-27,3
Greece,Greece,2020-02-28,4
Greece,Greece,2020-02-29,4
Greece,Greece,2020-03-01,7
Greece,Greece,2020-03-02,7
Greece,Greece,2020-03-03,7
Greece,Greece,2020-03-04,9
Greece,Greece,2020-03-05,31
Greece,Greece,2020-03-06,45
Greece,Greece,2020-03-07,46
Greece,Greece,2020-03-08,73
Greece,Greece,2020-03-09,73
Greece,Greece,2020-03-10,89
Greece,Greece,2020-03-11,99
Greece,Greece,2020-03-12,99
Greece,Greece,2020-03-13,190
Greece,Greece,2020-03-14,228
Greece,Greece,2020-03-15,331
Greece,Greece,2020-03-16,331
Greece,Greece,2020-03-17,387
Greece,Greece,2020-03-18,418
Greece,Greece,2020-03-19,418
Greece,Greece,2020-03-20,495
Greece,Greece,2020-03-21,530
Greece,Greece,2020-03-22,624
Grenada,Grenada,2020-03-22,1
Guatemala,Guatemala,2020-03-14,1
Guatemala,Guatemala,2020-03-15,1
Guatemala,Guatemala,2020-03-16,2
Guatemala,Guatemala,2020-03-17,6
Guatemala,Guatemala,2020-03-18,6
Guatemala,Guatemala,2020-03-19,9
Guatemala,Guatemala,2020-03-20,12
Guatemala,Guatemala,2020-03-21,17
Guatemala,Guatemala,2020-03-22,19
Guinea,Guinea,2020-03-13,1
Guinea,Guinea,2020-03-14,1
Guinea,Guinea,2020-03-15,1
Guinea,Guinea,2020-03-16,1
Guinea,Guinea,2020-03-17,1
Guinea,Guinea,2020-03-18,1
Guinea,Guinea,2020-03-19,1
Guinea,Guinea,2020-03-20,1
Guinea,Guinea,2020-03-21,2
Guinea,Guinea,2020-03-22,2
Guyana,Guyana,2020-03-12,1
Guyana,Guyana,2020-03-13,1
Guyana,Guyana,2020-03-14,1
Guyana,Guyana,2020-03-15,4
Guyana,Guyana,2020-03-16,4
Guyana,Guyana,2020-03-17,7
Guyana,Guyana,2020-03-18,7
Guyana,Guyana,2020-03-19,7
Guyana,Guyana,2020-03-20,7
Guyana,Guyana,2020-03-21,7
Guyana,Guyana,2020-03-22,7
Haiti,Haiti,2020-03-20,2
Haiti,Haiti,2020-03-21,2
Haiti,Haiti,2020-03-22,2
Holy See,Holy See,2020-03-06,1
Holy See,Holy See,2020-03-07,1
Holy See,Holy See,2020-03-08,1
Holy See,Holy See,2020-03-09,1
Holy See,Holy See,2020-03-10,1
Holy See,Holy See,2020-03-11,1
Holy See,Holy See,2020-03-12,1
Holy See,Holy See,2020-03-13,1
Holy See,Holy See,2020-03-14,1
Holy See,Holy See,2020-03-15,1
Holy See,Holy See,2020-03-16,1
Holy See,Holy See,2020-03-17,1
Holy See,Holy See,2020-03-18,1
Holy See,Holy See,2020-03-19,1
Holy See,Holy See,2020-03-20,1
Holy See,Holy See,2020-03-21,1
Holy See,Holy See,2020-03-22,1
Honduras,Honduras,2020-03-11,2
Honduras,Honduras,2020-03-12,2
Honduras,Honduras,2020-03-13,2
Honduras,Honduras,2020-03-14,2
Honduras,Honduras,2020-03-15,3
Honduras,Honduras,2020-03-16,6
Honduras,Honduras,2020-03-17,8
Honduras,Honduras,2020-03-18,9
Honduras,Honduras,2020-03-19,12
Honduras,Honduras,2020-03-20,24
Honduras,Honduras,2020-03-21,24
Honduras,Honduras,2020-03-22,26
Hungary,Hungary,2020-03-04,2
Hungary,Hungary,2020-03-05,2
Hungary,Hungary,2020-03-06,2
Hungary,Hungary,2020-03-07,4
Hungary,Hungary,2020-03-08,7
Hungary,Hungary,2020-03-09,9
Hungary,Hungary,2020-03-10,9
Hungary,Hungary,2020-03-11,13
Hungary,Hungary,2020-03-12,13
Hungary,Hungary,2020-03-13,19
Hungary,Hungary,2020-03-14,30
Hungary,Hungary,2020-03-15,32
Hungary,Hungary,2020-03-16,39
Hungary,Hungary,2020-03-17,50
Hungary,Hungary,2020-03-18,58
Hungary,Hungary,2020-03-19,73
Hungary,Hungary,2020-03-20,85
Hungary,Hungary,2020-03-21,103
Hungary,Hungary,2020-03-22,131
Iceland,Iceland,2020-02-28,1
Iceland,Iceland,2020-02-29,1
Iceland,Iceland,2020-03-01,3
Iceland,Iceland,2020-03-02,6
Iceland,Iceland,2020-03-03,11
Iceland,Iceland,2020-03-04,26
Iceland,Iceland,2020-03-05,34
Iceland,Iceland,2020-03-06,43
Iceland,Iceland,2020-03-07,50
Iceland,Iceland,2020-03-08,50
Iceland,Iceland,2020-03-09,58
Iceland,Iceland,2020-03-10,69
Iceland,Iceland,2020-03-11,85
Iceland,Iceland,2020-03-12,103
Iceland,Iceland,2020-03-13,134
Iceland,Iceland,2020-03-14,156
Iceland,Iceland,2020-03-15,171
Iceland,Iceland,2020-03-16,180
Iceland,Iceland,2020-03-17,220
Iceland,Iceland,2020-03-18,250
Iceland,Iceland,2020-03-19,330
Iceland,Iceland,2020-03-20,409
Iceland,Iceland,2020-03-21,473
Iceland,Iceland,2020-03-22,568
India,India,2020-01-30,1
India,India,2020-01-31,1
India,India,2020-02-01,1
India,India,2020-02-02,2
India,India,2020-02-03,3
India,India,2020-02-04,3
India,India,2020-02-05,3
India,India,2020-02-06,3
India,India,2020-02-07,3
India,India,2020-02-08,3
India,India,2020-02-09,3
India,India,2020-02-10,3
India,India,2020-02-11,3
India,India,2020-02-12,3
India,India,2020-02-13,3
India,India,2020-02-14,3
India,India,2020-02-15,3
India,India,2020-02-16,3
India,India,2020-02-17,3
India,India,2020-02-18,3
India,India,2020-02-19,3
India,India,2020-02-20,3
India,India,2020-02-21,3
India,India,2020-02-22,3
India,India,2020-02-23,3
India,India,2020-02-24,3
India,India,2020-02-25,3
India,India,2020-02-26,3
India,India,2020-02-27,3
India,India,2020-02-28,3
India,India,2020-02-29,3
India,India,2020-03-01,3
India,India,2020-03-02,5
India,India,2020-03-03,5
India,India,2020-03-04,28
India,India,2020-03-05,30
India,India,2020-03-06,31
India,India,2020-03-07,34
India,India,2020-03-08,39
India,India,2020-03-09,43
India,India,2020-03-10,56
India,India,2020-03-11,62
India,India,2020-03-12,73
India,India,2020-03-13,82
India,India,2020-03-14,102
India,India,2020-03-15,113
India,India,2020-03-16,119
India,India,2020-03-17,142
India,India,2020-03-18,156
India,India,2020-03-19,194
India,India,2020-03-20,244
India,India,2020-03-21,330
India,India,2020-03-22,396
Indonesia,Indonesia,2020-03-02,2
Indonesia,Indonesia,2020-03-03,2
Indonesia,Indonesia,2020-03-04,2
Indonesia,Indonesia,2020-03-05,2
Indonesia,Indonesia,2020-03-06,4
Indonesia,Indonesia,2020-03-07,4
Indonesia,Indonesia,2020-03-08,6
Indonesia,Indonesia,2020-03-09,19
Indonesia,Indonesia,2020-03-10,27
Indonesia,Indonesia,2020-03-11,34
Indonesia,Indonesia,2020-03-12,34
Indonesia,Indonesia,2020-03-13,69
Indonesia,Indonesia,2020-03-14,96
Indonesia,Indonesia,2020-03-15,117
Indonesia,Indonesia,2020-03-16,134
Indonesia,Indonesia,2020-03-17,172
Indonesia,Indonesia,2020-03-18,227
Indonesia,Indonesia,2020-03-19,311
Indonesia,Indonesia,2020-03-20,369
Indonesia,Indonesia,2020-03-21,450
Indonesia,Indonesia,2020-03-22,514
Iran,Iran,2020-02-19,2
Iran,Iran,2020-02-20,5
Iran,Iran,2020-02-21,18
Iran,Iran,2020-02-22,28
Iran,Iran,2020-02-23,43
Iran,Iran,2020-02-24,61
Iran,Iran,2020-02-25,95
Iran,Iran,2020-02-26,139
Iran,Iran,2020-02-27,245
Iran,Iran,2020-02-28,388
Iran,Iran,2020-02-29,593
Iran,Iran,2020-03-01,978
Iran,Iran,2020-03-02,1501
Iran,Iran,2020-03-03,2336
Iran,Iran,2020-03-04,2922
Iran,Iran,2020-03-05,3513
Iran,Iran,2020-03-06,4747
Iran,Iran,2020-03-07,5823
Iran,Iran,2020-03-08,6566
Iran,Iran,2020-03-09,7161
Iran,Iran,2020-03-10,8042
Iran,Iran,2020-03-11,9000
Iran,Iran,2020-03-12,10075
Iran,Iran,2020-03-13,11364
Iran,Iran,2020-03-14,12729
Iran,Iran,2020-03-15,13938
Iran,Iran,2020-03-16,14991
Iran,Iran,2020-03-17,16169
Iran,Iran,2020-03-18,17361
Iran,Iran,2020-03-19,18407
Iran,Iran,2020-03-20,19644
Iran,Iran,2020-03-21,20610
Iran,Iran,2020-03-22,21638
Iraq,Iraq,2020-02-24,1
Iraq,Iraq,2020-02-25,1
Iraq,Iraq,2020-02-26,5
Iraq,Iraq,2020-02-27,7
Iraq,Iraq,2020-02-28,7
Iraq,Iraq,2020-02-29,13
Iraq,Iraq,2020-03-01,19
Iraq,Iraq,2020-03-02,26
Iraq,Iraq,2020-03-03,32
Iraq,Iraq,2020-03-04,35
Iraq,Iraq,2020-03-05,35
Iraq,Iraq,2020-03-06,40
Iraq,Iraq,2020-03-07,54
Iraq,Iraq,2020-03-08,60
Iraq,Iraq,2020-03-09,60
Iraq,Iraq,2020-03-10,71
Iraq,Iraq,2020-03-11,71
Iraq,Iraq,2020-03-12,71
Iraq,Iraq,2020-03-13,101
Iraq,Iraq,2020-03-14,110
Iraq,Iraq,2020-03-15,116
Iraq,Iraq,2020-03-16,124
Iraq,Iraq,2020-03-17,154
Iraq,Iraq,2020-03-18,164
Iraq,Iraq,2020-03-19,192
Iraq,Iraq,2020-03-20,208
Iraq,Iraq,2020-03-21,214
Iraq,Iraq,2020-03-22,233
Ireland,Ireland,2020-02-29,1
Ireland,Ireland,2020-03-01,1
Ireland,Ireland,2020-03-02,1
Ireland,Ireland,2020-03-03,2
Ireland,Ireland,2020-03-04,6
Ireland,Ireland,2020-03-05,6
Ireland,Ireland,2020-03-06,18
Ireland,Ireland,2020-03-07,18
Ireland,Ireland,2020-03-08,19
Ireland,Ireland,2020-03-09,21
Ireland,Ireland,2020-03-10,34
Ireland,Ireland,2020-03-11,43
Ireland,Ireland,2020-03-12,43
Ireland,Ireland,2020-03-13,90
Ireland,Ireland,2020-03-14,129
Ireland,Ireland,2020-03-15,129
Ireland,Ireland,2020-03-16,169
Ireland,Ireland,2020-03-17,223
Ireland,Ireland,2020-03-18,292
Ireland,Ireland,2020-03-19,557
Ireland,Ireland,2020-03-20,683
Ireland,Ireland,2020-03-21,785
Ireland,Ireland,2020-03-22,906
Israel,Israel,2020-02-21,1
Israel,Israel,2020-02-22,1
Israel,Israel,2020-02-23,1
Israel,Israel,2020-02-24,1
Israel,Israel,2020-02-25,1
Israel,Israel,2020-02-26,2
Israel,Israel,2020-02-27,3
Israel,Israel,2020-02-28,4
Israel,Israel,2020-02-29,7
Israel,Israel,2020-03-01,10
Israel,Israel,2020-03-02,10
Israel,Israel,2020-03-03,12
Israel,Israel,2020-03-04,15
Israel,Israel,2020-03-05,20
Israel,Israel,2020-03-06,37
Israel,Israel,2020-03-07,43
Israel,Israel,2020-03-08,61
Israel,Israel,2020-03-09,61
Israel,Israel,2020-03-10,83
Israel,Israel,2020-03-11,109
Israel,Israel,2020-03-12,131
Israel,Israel,2020-03-13,161
Israel,Israel,2020-03-14,193
Israel,Israel,2020-03-15,251
Israel,Israel,2020-03-16,255
Israel,Israel,2020-03-17,337
Israel,Israel,2020-03-18,433
Israel,Israel,2020-03-19,677
Israel,Israel,2020-03-20,705
Israel,Israel,2020-03-21,883
Israel,Israel,2020-03-22,1071
Italy,Italy,2020-01-31,2
Italy,Italy,2020-02-01,2
Italy,Italy,2020-02-02,2
Italy,Italy,2020-02-03,2
Italy,Italy,2020-02-04,2
Italy,Italy,2020-02-05,2
Italy,Italy,2020-02-06,2
Italy,Italy,2020-02-07,3
Italy,Italy,2020-02-08,3
Italy,Italy,2020-02-09,3
Italy,Italy,2020-02-10,3
Italy,Italy,2020-02-11,3
Italy,Italy,2020-02-12,3
Italy,Italy,2020-02-13,3
Italy,Italy,2020-02-14,3
Italy,Italy,2020-02-15,3
Italy,Italy,2020-02-16,3
Italy,Italy,2020-02-17,3
Italy,Italy,2020-02-18,3
Italy,Italy,2020-02-19,3
Italy,Italy,2020-02-20,3
Italy,Italy,2020-02-21,20
Italy,Italy,2020-02-22,62
Italy,Italy,2020-02-23,155
